ID,AverageMass,AreaInSquaredPixels,Roundness
715,4.5405,21961.0,0.819
716,4.5394,22985.0,0.794
717,4.5401,22788.0,0.8043
718,4.5416,22358.0,0.7887
719,4.5406,22281.5,0.7997
720,4.5337,22870.0,0.7961
721,4.1058,16978.0,0.8821
722,4.1095,17580.5,0.8623
723,4.1097,17964.5,0.865
724,4.1067,17630.5,0.868
725,4.1061,20836.5,0.7684
726,4.1086,20892.0,0.7467
727,4.1072,22060.5,0.7696
728,4.1083,22136.0,0.8034
729,4.1066,21847.0,0.7883
730,5.8161,22769.5,0.8641
731,5.8114,22530.0,0.8591
732,5.8163,22754.5,0.8497
733,5.8165,26851.5,0.8395
734,5.8151,26637.5,0.8328
735,5.8188,26634.5,0.8358
736,5.8178,26795.5,0.837
737,5.8181,26893.0,0.8329
738,5.817,26171.0,0.8311
739,5.3817,21741.0,0.8561
740,5.3816,21385.5,0.8514
741,5.3828,21550.0,0.8521
742,5.3823,21766.5,0.8764
743,5.3851,25975.0,0.7669
744,5.3829,25662.5,0.7995
745,5.3807,24994.0,0.8043
746,5.3795,24829.5,0.8101
747,5.3801,25144.0,0.805
748,4.4286,18949.5,0.8612
749,4.4275,18741.5,0.8667
750,4.4269,18715.5,0.8587
751,4.4258,18608.5,0.8831
752,4.4263,20187.5,0.8191
753,4.4261,22429.5,0.761
754,4.4252,22562.0,0.8052
755,4.4269,22123.5,0.7605
756,4.4268,21815.0,0.758
757,3.6093,14564.5,0.845
758,3.6138,14461.5,0.8397
759,3.6105,14426.0,0.8687
760,3.611,17748.0,0.8015
761,3.6109,17552.0,0.8273
762,3.6134,17636.5,0.8081
763,3.6125,19546.5,0.798
764,3.6142,19357.0,0.7863
765,3.6724,16055.5,0.858
766,3.6706,16168.5,0.8558
767,3.67,16096.5,0.8609
768,3.6713,18796.5,0.8027
769,3.6704,18805.5,0.7948
770,3.6719,19338.0,0.8166
771,3.6668,19096.0,0.8125
772,3.6711,18969.0,0.8172
773,3.6694,18777.5,0.8007
774,3.6706,18528.5,0.775
